id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
59628,159212,Plunder & Pillage,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185470,43530,Police 24/7,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143101,165157,Project: Undead,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4307,165485,Pumpy,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171544,60016,Pytho's Mask,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173455,194448,Rainbow Islands,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81205,174553,Rammy No Daibouken,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79061,61276,Rayman vs Cullcut,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179948,139351,Reader Rabbit 1st Grade: Capers on Cloud Nine,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73504,139350,Reader Rabbit Kindergarten: Bounce Down in Balloon Town,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73505,139349,Reader Rabbit Preschool: Sparkle Star Rescue,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180427,209275,Real Dominoes,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152971,93439,Real Lives,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61084,70421,Ricochet Xtreme,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177943,12473,Road to India: Between Hell and Nirvana,NULL,2001-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
155126,112909,RoboCop,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131087,154832,Rummel & Rabalder: I Snarkofagens Skugga,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117002,119205,Run=Dim as Black Soul,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125148,186107,Safari Biathlon,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157437,49790,Sangokushi,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110370,131524,Scrabble,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164860,73800,Secret Service: In Harm's Way,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
164920,206629,Section Z,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118640,136874,Sega Smash Pack: Twin Pack,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165138,71770,Shark! Hunting the Great White,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
22489,6047,Shikigami no Shiro,NULL,2001-12-31 00:00:00.000,NULL,NULL,68.0000,1,NULL,NULL
101716,93008,Show do Milhão,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182033,222006,Show do Milhão 4,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54815,143271,Ski Stunt Simulator,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174953,4153,Smuggler's Run: Warzones,NULL,2001-12-31 00:00:00.000,2,NULL,80.0000,2,71.0000,3
28975,136876,Sonic Action 4 Pack,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63499,54383,Speed Thief,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
57009,144387,Speedboat Racer Europe,NULL,2001-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
174635,67777,Speedy Eggbert 2,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9031,39791,Spikers Battle,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30408,85878,Star Strike,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68547,94231,State of War,NULL,2001-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
58502,22221,Street Fighter Alpha 3 Upper,NULL,2001-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
94127,73946,Super Puzzle Fighter II X for Matching Service,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84753,217768,Tale of the Kissing Bandit,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104093,139248,Tennis,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81722,213054,Tenori-on,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16192,122732,TerraRealms: The Discovery - Episode I,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5254,39487,The Crystal of Kings,"Once long ago, the land was governed by kings who wielded crystals, orbs of magic that rival the power of the gods. Amongst them was an ambitious man named Nightspirit, who grew corrupt with his crystal's power. Dubbing himself the Crystal of Kings, he unleashed a hellish army of monsters in an attempt to pillage the land's remaining crystals for himself. The just and elderly king of Estorea entrusted his country's crystal to his loyal knight, Cocco. He begs him to band together with the other kingdoms' warriors to destroy the evil tyrant.",2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19049,13773,The Famous Five: Dangerous Discovery,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76066,13774,The Famous Five: Five on a Secret Mission,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170457,69555,The Land Before Time,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152546,9172,The Nations,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162187,180256,The Nerve Game,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101811,58777,The Three Decoders 1 - Riddle of the Ring,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151285,6642,Tiny Toon Adventures: Wacky Stackers,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43253,92323,Top Shot II,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
142268,46369,Toy Racer,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179677,57660,Traffic Giant,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
46648,64389,Udos sagner: Sveakampen,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148250,72885,Ultimate Ride: Disney Coaster,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107803,74100,Under Ash,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11542,93024,Vet Emergency,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
167073,124497,Vital Device: Entrapped by the Queen,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13145,24999,War Doves,NULL,2001-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
85110,79563,WarHeads SE,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101577,153615,Waterslide Island,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103171,175969,Welcome to GameCube World!!,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27973,49458,Who Wants To Be a Millionaire: Junior,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182179,213764,Winthorp's Mansion,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178384,25285,WWII Combat Iwo Jima,"Welcome to the fight, soldier… The deafening thunder of artillery fire echoes the pounding heart in your chest as you wade onto a beach littered with the bodies of your fallen comrades. In front of you: 8 square miles of rugged volcanic island, broken by the weapons of war, and ocuppied by hostile Japanese forces. Welcome to hell on Earth… This shattered piece of land is invaluable to the United States as a potential staging point for offensive sorties on Tokyo and winning the war for the Allies. Your mission: Seize this island from a heavily entrenched enemy in what was the largest amphibious assault in Marine history. Welcome to Iwo Jima…",2001-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
35371,109439,Wyvern Wings,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45047,51776,X: Gold,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60648,37314,Xi (sai) Little,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1182,93117,Xiao Ao Jiang Hu 2: Wu Yue Jian Pai,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12994,185970,Zero Comico,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39071,49460,Zoids Saga,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194932,76702,Zwei: The Arges Adventure,"Pokkle and Pipiro are two step-siblings living by themselves in the ho-hum village of Puck on the time-forgotten floating continent of Arges. Pokkle loves making terrible puns and wears a tail for funsies, and Pipiro loves buying fashionable clothes and has no filter whatsoever. Together, they meander through what seems to be a peaceful, monotonous existence in their sleepy little burg where nothing interesting ever happens.

Until something does, anyway! A mysterious masked figure shows up one night and steals six holy idols from the local shrine. The self-proclaimed “Archduke of Arges” tenders a hefty reward for their return, and our “brave” duo jumps at the chance to go find them – Pokkle for the glory, and Pipiro strictly for the cash moneys.",2001-12-30 00:00:00.000,2,NULL,67.0000,2,70.0000,0
